['x', 'APAR_411.11', 'APAR_412.12', 'APAR_413.13', 'APAR_414.14', 'APAR_415.15', 'APAR_416.16', 'APAR_417.17', 'APAR_418.18', 'APAR_419.19', 'APAR_420.20', 'APAR_421.21', 'APAR_422.22', 'APAR_423.23', 'APAR_424.24', 'APAR_425.25', 'FIF_402.2', 'FIF_403.3', 'FIF_404.4', 'FIF_405.5', 'FIF_406.6']
[1547165160000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547165376000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547165592000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547165808000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.1', '27.7', '38.9', '59.2', '17.3', '17.8', '22.1', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547166024000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547166240000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547166456000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.1', '27.7', '38.9', '59.3', '17.3', '17.9', '22.0', '46.7', '81.7', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547166672000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '21.000000', '17.000000', '19.000000', '21.000000', '21.000000']
[1547166888000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '21.000000', '17.000000', '19.000000', '21.000000', '21.000000']
[1547167104000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.2', '17.3', '17.8', '22.1', '46.7', '81.7', '20.000000', '17.000000', '19.000000', '21.000000', '21.000000']
[1547167320000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.2', '17.3', '17.8', '22.0', '46.7', '81.7', '20.000000', '17.000000', '19.000000', '21.000000', '21.000000']
[1547167536000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547167752000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547167968000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '20.000000', '17.000000', '19.000000', '21.000000', '21.000000']
[1547168184000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '20.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547168400000, '28.7', '30.4', '30.0', '45.4', '54.0', '23.5', '25.0', '27.7', '38.9', '59.3', '17.3', '17.8', '22.0', '46.7', '81.7', '20.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547168616000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']
