['x', '217', '221', '225', '229', '233', '237', '241', '245', '249', 'APAR_213.1', 'APAR_214.2', 'APAR_215.3', 'APAR_216.4', 'APAR_217.5', 'APAR_218.6', 'APAR_219.7', 'APAR_220.8', 'APAR_221.9', 'APAR_222.10', 'APAR_223.11', 'APAR_224.12', 'APAR_225.13', 'APAR_226.14', 'APAR_227.15', 'APAR_228.16', 'APAR_229.17', 'APAR_230.18', 'APAR_231.19', 'FIF_203.3', 'FIF_204.4', 'FIF_205.5', 'FIF_206.6', 'FIF_207.7', 'APAR_16.16', 'APAR_17.17', 'APAR_18.18']
[1547111160000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.2', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547111376000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '19.9', '18.9', '16.3', '11.8', '6.2', '29.7', '25.0', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.2', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547111592000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.8', '6.1', '29.7', '25.0', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.2', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547111808000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.8', '6.1', '29.7', '25.0', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547112024000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.8', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.2', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547112240000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.8', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.1', '24.2', '26.4', '24.3', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547112456000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.3', '25.5', '25.1', '8.6', '11.1', '13.9']
[1547112672000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.3', '25.5', '25.1', '8.6', '11.1', '13.9']
[1547112888000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.3', '25.5', '25.1', '8.6', '11.1', '13.9']
[1547113104000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.3', '25.5', '25.1', '8.7', '11.1', '13.9']
[1547113320000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.7', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.3', '26.4', '24.3', '25.5', '25.2', '8.7', '11.1', '13.9']
[1547113536000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.4', '25.4', '25.2', '8.7', '11.1', '13.9']
[1547113752000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.4', '24.4', '25.4', '25.2', '8.7', '11.1', '13.9']
[1547113968000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.1', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.2', '26.2', '24.4', '25.4', '25.1', '8.7', '11.1', '13.9']
[1547114184000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.1', '26.1', '24.4', '25.2', '25.0', '8.7', '11.1', '13.9']
[1547114400000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '24.1', '26.1', '24.4', '25.2', '25.0', '8.7', '11.1', '13.9']
[1547114616000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.9', '26.0', '24.4', '25.1', '25.0', '8.7', '11.1', '13.9']
[1547114832000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.7', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.6', '25.9', '24.4', '25.0', '24.9', '8.7', '11.1', '13.9']
[1547115048000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.5', '25.9', '24.4', '24.9', '24.8', '8.7', '11.1', '13.9']
[1547115264000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.5', '25.9', '24.4', '24.9', '24.8', '8.7', '11.1', '13.9']
[1547115480000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.5', '26.0', '24.4', '24.9', '24.8', '8.7', '11.1', '13.9']
[1547115696000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.6', '26.1', '24.4', '24.9', '24.9', '8.7', '11.1', '13.9']
[1547115912000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.6', '26.1', '24.4', '24.9', '24.9', '8.7', '11.1', '13.9']
[1547116128000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.1', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.6', '26.1', '24.4', '25.0', '24.9', '8.7', '11.1', '13.9']
[1547116344000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.2', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.6', '26.1', '24.4', '25.0', '25.0', '8.7', '11.1', '13.9']
[1547116560000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.2', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.7', '26.2', '24.4', '25.0', '25.0', '8.7', '11.1', '13.9']
[1547116776000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.1', '29.8', '25.2', '21.1', '27.7', '22.2', '18.3', '27.2', '19.8', '11.0', '23.7', '26.2', '24.4', '25.0', '25.0', '8.7', '11.1', '13.9']
[1547116992000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.0', '29.8', '25.2', '21.2', '27.7', '22.2', '18.3', '27.1', '19.8', '11.0', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547117208000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.0', '29.8', '25.2', '21.2', '27.6', '22.2', '18.3', '27.1', '19.8', '11.1', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547117424000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.0', '29.8', '25.2', '21.2', '27.6', '22.2', '18.3', '27.1', '19.8', '11.0', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547117640000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.1', '13.0', '7.6', '20.0', '18.9', '16.3', '11.7', '6.0', '29.8', '25.2', '21.2', '27.6', '22.2', '18.3', '27.1', '19.8', '11.0', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547117856000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.8', '25.2', '21.2', '27.6', '22.2', '18.3', '27.1', '19.7', '11.1', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547118072000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.2', '21.2', '27.6', '22.2', '18.3', '27.1', '19.7', '11.1', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547118288000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.2', '21.2', '27.6', '22.2', '18.3', '27.1', '19.7', '11.1', '23.7', '26.2', '24.4', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547118504000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.2', '21.2', '27.6', '22.2', '18.2', '27.1', '19.8', '11.0', '23.7', '26.2', '24.4', '25.1', '25.1', '8.7', '11.1', '13.9']
[1547118720000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.1', '19.8', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.7', '11.1', '13.9']
[1547118936000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.8', '11.1', '23.7', '26.2', '24.4', '25.0', '25.0', '8.7', '11.1', '13.9']
[1547119152000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.8', '11.1', '23.7', '26.2', '24.4', '25.0', '25.0', '8.7', '11.1', '13.9']
[1547119368000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '13.0', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.7', '11.1', '23.6', '26.2', '24.3', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547119584000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.7', '11.1', '23.7', '26.1', '24.4', '24.9', '25.0', '8.8', '11.1', '13.9']
[1547119800000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.7', '11.1', '23.7', '26.1', '24.4', '24.9', '25.0', '8.8', '11.1', '13.9']
[1547120016000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.7', '11.1', '23.7', '26.2', '24.3', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547120232000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.6', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.6', '22.2', '18.2', '27.0', '19.7', '11.1', '23.7', '26.1', '24.3', '25.0', '25.0', '8.8', '11.1', '13.9']
[1547120448000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.2', '18.2', '27.0', '19.7', '11.1', '23.7', '26.1', '24.3', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547120664000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.2', '18.2', '27.0', '19.7', '11.1', '23.7', '26.1', '24.3', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547120880000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.1', '18.2', '27.0', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547121096000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.2', '18.2', '27.0', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547121312000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.2', '18.2', '27.0', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547121528000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547121744000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.3', '11.6', '6.0', '29.7', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547121960000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.8', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.7', '11.1', '13.9']
[1547122176000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.8', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.7', '11.1', '13.9']
[1547122392000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.8', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547122608000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.8', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.8', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547122824000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.8', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547123040000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.8', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.1', '8.8', '11.1', '13.9']
[1547123256000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.1', '8.7', '11.1', '13.9']
[1547123472000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547123688000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547123904000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547124120000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.2', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547124336000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '24.0', '26.2', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547124552000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.5', '22.1', '18.2', '26.9', '19.7', '11.1', '24.0', '26.2', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547124768000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.2', '27.6', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.3', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547124984000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.3', '27.6', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.3', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547125200000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.3', '27.6', '22.1', '18.2', '26.9', '19.7', '11.1', '23.9', '26.3', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547125416000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.9', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.3', '27.6', '22.1', '18.2', '26.9', '19.7', '11.1', '24.0', '26.3', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547125632000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.8', '7.5', '20.0', '18.9', '16.2', '11.6', '5.9', '29.9', '25.3', '21.3', '27.6', '22.1', '18.2', '26.9', '19.7', '11.1', '24.0', '26.3', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
[1547125848000, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', '20.8', '20.3', '19.0', '12.8', '7.5', '20.0', '18.9', '16.2', '11.5', '5.9', '29.9', '25.3', '21.3', '27.6', '22.1', '18.2', '26.9', '19.7', '11.1', '24.0', '26.3', '24.4', '25.0', '25.2', '8.7', '11.1', '13.9']
